name,date,amount,rate_100
Долар США (USD),24.02.2016,100,2723.3858
Долар США (USD),25.02.2016,100,2721.863
Долар США (USD),26.02.2016,100,2724.8642
Долар США (USD),27.02.2016,100,2724.8642
Долар США (USD),28.02.2016,100,2724.8642
Долар США (USD),29.02.2016,100,2705.4389
Долар США (USD),01.03.2016,100,2709.4802
Долар США (USD),02.03.2016,100,2708.5229
Долар США (USD),03.03.2016,100,2681.0762
Долар США (USD),04.03.2016,100,2621.3621
Долар США (USD),05.03.2016,100,2621.3621
Долар США (USD),06.03.2016,100,2621.3621
Долар США (USD),07.03.2016,100,2621.3621
Долар США (USD),08.03.2016,100,2621.3621
Долар США (USD),09.03.2016,100,2649.713
Долар США (USD),10.03.2016,100,2618.2756
Долар США (USD),11.03.2016,100,2551.9193
Долар США (USD),12.03.2016,100,2584.5149
Долар США (USD),13.03.2016,100,2584.5149
Долар США (USD),14.03.2016,100,2601.9961
Долар США (USD),15.03.2016,100,2651.7435
Долар США (USD),16.03.2016,100,2688.5419
Долар США (USD),17.03.2016,100,2684.4691
Долар США (USD),18.03.2016,100,2669.9975
Долар США (USD),19.03.2016,100,2669.9975
Долар США (USD),20.03.2016,100,2669.9975
Долар США (USD),21.03.2016,100,2624.2902
Долар США (USD),22.03.2016,100,2660.0686
Долар США (USD),23.03.2016,100,2610.2487
Долар США (USD),24.03.2016,100,2601.5065
Долар США (USD),25.03.2016,100,2625.2159
Долар США (USD),26.03.2016,100,2625.2159
Долар США (USD),27.03.2016,100,2625.2159
Долар США (USD),28.03.2016,100,2607.0332
Долар США (USD),29.03.2016,100,2628.0144
Долар США (USD),30.03.2016,100,2643.9172
Долар США (USD),31.03.2016,100,2621.8056
Долар США (USD),01.04.2016,100,2621.8214
Долар США (USD),02.04.2016,100,2621.8214
Долар США (USD),03.04.2016,100,2621.8214
Долар США (USD),04.04.2016,100,2610.8475
Долар США (USD),05.04.2016,100,2599.4632
Долар США (USD),06.04.2016,100,2607.7248
Долар США (USD),07.04.2016,100,2595.7927
Долар США (USD),08.04.2016,100,2580.1289
Долар США (USD),09.04.2016,100,2580.1289
Долар США (USD),10.04.2016,100,2580.1289
Долар США (USD),11.04.2016,100,2562.9848
Долар США (USD),12.04.2016,100,2557.0599
Долар США (USD),13.04.2016,100,2555.3147
Долар США (USD),14.04.2016,100,2548.3477
Долар США (USD),15.04.2016,100,2564.764
Долар США (USD),16.04.2016,100,2564.764
Долар США (USD),17.04.2016,100,2564.764
Долар США (USD),18.04.2016,100,2547.5042
Долар США (USD),19.04.2016,100,2548.4764
Долар США (USD),20.04.2016,100,2544.3478
Долар США (USD),21.04.2016,100,2541.1365
Долар США (USD),22.04.2016,100,2537.3655
Долар США (USD),23.04.2016,100,2537.3655
Долар США (USD),24.04.2016,100,2537.3655
Долар США (USD),25.04.2016,100,2534.3646
Долар США (USD),26.04.2016,100,2533.8921
Долар США (USD),27.04.2016,100,2530.1814
Долар США (USD),28.04.2016,100,2521.5094
Долар США (USD),29.04.2016,100,2518.6528
Долар США (USD),30.04.2016,100,2518.6528
Долар США (USD),04.05.2016,100,2520.0907
Долар США (USD),05.05.2016,100,2519.5281
Долар США (USD),06.05.2016,100,2512.3024
Долар США (USD),07.05.2016,100,2512.3024
Долар США (USD),08.05.2016,100,2512.3024
Долар США (USD),09.05.2016,100,2516.2672
Долар США (USD),10.05.2016,100,2516.2672
Долар США (USD),11.05.2016,100,2519.6137
Долар США (USD),12.05.2016,100,2532.5663
Долар США (USD),13.05.2016,100,2531.2938
Долар США (USD),14.05.2016,100,2531.2938
Долар США (USD),15.05.2016,100,2531.2938
Долар США (USD),16.05.2016,100,2545.2175
Долар США (USD),17.05.2016,100,2539.4671
Долар США (USD),18.05.2016,100,2527.3426
Долар США (USD),19.05.2016,100,2525.7239
Долар США (USD),20.05.2016,100,2525.9572
Долар США (USD),21.05.2016,100,2525.9572
Долар США (USD),22.05.2016,100,2525.9572
Долар США (USD),23.05.2016,100,2520.1506
Долар США (USD),24.05.2016,100,2512.3692
Долар США (USD),25.05.2016,100,2513.3711
Долар США (USD),26.05.2016,100,2511.25
Долар США (USD),27.05.2016,100,2509.9995
Долар США (USD),28.05.2016,100,2509.9995
Долар США (USD),29.05.2016,100,2509.9995
Долар США (USD),30.05.2016,100,2513.6025
Долар США (USD),31.05.2016,100,2516.6002
Долар США (USD),01.06.2016,100,2514.1637
Долар США (USD),02.06.2016,100,2509.759
Долар США (USD),03.06.2016,100,2505.1207
Долар США (USD),04.06.2016,100,2505.1207
Долар США (USD),05.06.2016,100,2505.1207
Долар США (USD),06.06.2016,100,2500.2072
Долар США (USD),07.06.2016,100,2498.5658
Долар США (USD),08.06.2016,100,2496.168
Долар США (USD),09.06.2016,100,2494.4121
Долар США (USD),10.06.2016,100,2500.2237
Долар США (USD),11.06.2016,100,2500.2237
Долар США (USD),12.06.2016,100,2500.2237
Долар США (USD),13.06.2016,100,2501.5343
Долар США (USD),14.06.2016,100,2496.8681
Долар США (USD),15.06.2016,100,2491.4945
Долар США (USD),16.06.2016,100,2488.7642
Долар США (USD),17.06.2016,100,2490.4642
Долар США (USD),18.06.2016,100,2490.4642
Долар США (USD),19.06.2016,100,2490.4642
Долар США (USD),20.06.2016,100,2490.4642
Долар США (USD),21.06.2016,100,2490.8886
Долар США (USD),22.06.2016,100,2489.2558
Долар США (USD),23.06.2016,100,2489.8078
Долар США (USD),24.06.2016,100,2488.2929
Долар США (USD),25.06.2016,100,2488.2929
Долар США (USD),26.06.2016,100,2488.2929
Долар США (USD),27.06.2016,100,2488.2929
Долар США (USD),28.06.2016,100,2488.2929
Долар США (USD),29.06.2016,100,2487.3395
Долар США (USD),30.06.2016,100,2485.4409
Долар США (USD),01.07.2016,100,2482.8412
Долар США (USD),02.07.2016,100,2482.1412
Долар США (USD),03.07.2016,100,2482.1412
Долар США (USD),04.07.2016,100,2482.1412
Долар США (USD),05.07.2016,100,2481.5823
Долар США (USD),06.07.2016,100,2484.5936
Долар США (USD),07.07.2016,100,2484.1948
Долар США (USD),08.07.2016,100,2481.4798
Долар США (USD),09.07.2016,100,2481.4798
Долар США (USD),10.07.2016,100,2481.4798
Долар США (USD),11.07.2016,100,2483.6822
Долар США (USD),12.07.2016,100,2485.2093
Долар США (USD),13.07.2016,100,2484.1663
Долар США (USD),14.07.2016,100,2482.1286
Долар США (USD),15.07.2016,100,2479.8021
Долар США (USD),16.07.2016,100,2479.8021
Долар США (USD),17.07.2016,100,2479.8021
Долар США (USD),18.07.2016,100,2480.7177
Долар США (USD),19.07.2016,100,2485.6585
Долар США (USD),20.07.2016,100,2481.4308
Долар США (USD),21.07.2016,100,2481.1596
Долар США (USD),22.07.2016,100,2481.6117
Долар США (USD),23.07.2016,100,2481.6117
Долар США (USD),24.07.2016,100,2481.6117
Долар США (USD),25.07.2016,100,2481.2552
Долар США (USD),26.07.2016,100,2478.7745
Долар США (USD),27.07.2016,100,2478.5259
Долар США (USD),28.07.2016,100,2481.535
Долар США (USD),29.07.2016,100,2479.8204
Долар США (USD),30.07.2016,100,2479.8204
Долар США (USD),31.07.2016,100,2479.8204
Долар США (USD),01.08.2016,100,2480.6544
Долар США (USD),02.08.2016,100,2478.3525
Долар США (USD),03.08.2016,100,2482.3176
Долар США (USD),04.08.2016,100,2481.6008
Долар США (USD),05.08.2016,100,2480.9076
Долар США (USD),06.08.2016,100,2480.9076
Долар США (USD),07.08.2016,100,2480.9076
Долар США (USD),08.08.2016,100,2480.5647
Долар США (USD),09.08.2016,100,2481.9639
Долар США (USD),10.08.2016,100,2481.8263
Долар США (USD),11.08.2016,100,2481.659
Долар США (USD),12.08.2016,100,2485.0409
Долар США (USD),13.08.2016,100,2485.0409
Долар США (USD),14.08.2016,100,2485.0409
Долар США (USD),15.08.2016,100,2504.4197
Долар США (USD),16.08.2016,100,2511.5141
Долар США (USD),17.08.2016,100,2505.9288
Долар США (USD),18.08.2016,100,2508.8661
Долар США (USD),19.08.2016,100,2517.091
Долар США (USD),20.08.2016,100,2517.091
Долар США (USD),21.08.2016,100,2517.091
Долар США (USD),22.08.2016,100,2526.244
Долар США (USD),23.08.2016,100,2529.1161
Долар США (USD),24.08.2016,100,2529.1161
Долар США (USD),25.08.2016,100,2530.553
Долар США (USD),26.08.2016,100,2532.9215
Долар США (USD),27.08.2016,100,2532.9215
Долар США (USD),28.08.2016,100,2532.9215
Долар США (USD),29.08.2016,100,2544.2357
Долар США (USD),30.08.2016,100,2548.8686
Долар США (USD),31.08.2016,100,2565.2241
Долар США (USD),01.09.2016,100,2608.125
Долар США (USD),02.09.2016,100,2661.5934
Долар США (USD),03.09.2016,100,2661.5934
Долар США (USD),04.09.2016,100,2661.5934
Долар США (USD),05.09.2016,100,2663.2976
Долар США (USD),06.09.2016,100,2678.7052
Долар США (USD),07.09.2016,100,2684.8462
Долар США (USD),08.09.2016,100,2672.4306
Долар США (USD),09.09.2016,100,2663.7804
Долар США (USD),10.09.2016,100,2663.7804
Долар США (USD),11.09.2016,100,2663.7804
Долар США (USD),12.09.2016,100,2667.4886
Долар США (USD),13.09.2016,100,2663.0711
Долар США (USD),14.09.2016,100,2642.5985
Долар США (USD),15.09.2016,100,2632.9976
Долар США (USD),16.09.2016,100,2620.6713
Долар США (USD),17.09.2016,100,2620.6713
Долар США (USD),18.09.2016,100,2620.6713
Долар США (USD),19.09.2016,100,2590.1081
Долар США (USD),20.09.2016,100,2576.7047
Долар США (USD),21.09.2016,100,2580.5527
Долар США (USD),22.09.2016,100,2597.462
Долар США (USD),23.09.2016,100,2592.2831
Долар США (USD),24.09.2016,100,2592.2831
Долар США (USD),25.09.2016,100,2592.2831
Долар США (USD),26.09.2016,100,2599.0626
Долар США (USD),27.09.2016,100,2590.1519
Долар США (USD),28.09.2016,100,2582.9474
Долар США (USD),29.09.2016,100,2589.6643
Долар США (USD),30.09.2016,100,2591.1879
Долар США (USD),01.10.2016,100,2591.1879
Долар США (USD),02.10.2016,100,2591.1879
Долар США (USD),03.10.2016,100,2593.6893
Долар США (USD),04.10.2016,100,2592.0623
Долар США (USD),05.10.2016,100,2586.4415
Долар США (USD),06.10.2016,100,2589.8334
Долар США (USD),07.10.2016,100,2588.8929
Долар США (USD),08.10.2016,100,2588.8929
Долар США (USD),09.10.2016,100,2588.8929
Долар США (USD),10.10.2016,100,2584.0885
Долар США (USD),11.10.2016,100,2582.7169
Долар США (USD),12.10.2016,100,2585.1713
Долар США (USD),13.10.2016,100,2580.74
Долар США (USD),14.10.2016,100,2580.74
Долар США (USD),15.10.2016,100,2580.74
Долар США (USD),16.10.2016,100,2580.74
Долар США (USD),17.10.2016,100,2579.079
Долар США (USD),18.10.2016,100,2578.3191
Долар США (USD),19.10.2016,100,2566.3049
Долар США (USD),20.10.2016,100,2569.3239
Долар США (USD),21.10.2016,100,2570.3574
Долар США (USD),22.10.2016,100,2570.3574
Долар США (USD),23.10.2016,100,2570.3574
Долар США (USD),24.10.2016,100,2566.2802
Долар США (USD),25.10.2016,100,2564.048
Долар США (USD),26.10.2016,100,2559.5314
Долар США (USD),27.10.2016,100,2558.1368
Долар США (USD),28.10.2016,100,2553.2787
Долар США (USD),29.10.2016,100,2553.2787
Долар США (USD),30.10.2016,100,2553.2787
Долар США (USD),31.10.2016,100,2549.5951
Долар США (USD),01.11.2016,100,2551.5438
Долар США (USD),02.11.2016,100,2558.4772
Долар США (USD),03.11.2016,100,2555.8676
Долар США (USD),04.11.2016,100,2559.4826
Долар США (USD),05.11.2016,100,2559.4826
Долар США (USD),06.11.2016,100,2559.4826
Долар США (USD),07.11.2016,100,2557.6191
Долар США (USD),08.11.2016,100,2557.0654
Долар США (USD),09.11.2016,100,2556.3263
Долар США (USD),10.11.2016,100,2556.2021
Долар США (USD),11.11.2016,100,2558.0051
Долар США (USD),12.11.2016,100,2558.0051
Долар США (USD),13.11.2016,100,2558.0051
Долар США (USD),14.11.2016,100,2563.0399
Долар США (USD),15.11.2016,100,2575.1234
Долар США (USD),16.11.2016,100,2601.1762
Долар США (USD),17.11.2016,100,2634.568
Долар США (USD),18.11.2016,100,2605.3438
Долар США (USD),19.11.2016,100,2605.3438
Долар США (USD),20.11.2016,100,2605.3438
Долар США (USD),21.11.2016,100,2589.5267
Долар США (USD),22.11.2016,100,2578.3819
Долар США (USD),23.11.2016,100,2565.8938
Долар США (USD),24.11.2016,100,2558.7619
Долар США (USD),25.11.2016,100,2558.8045
Долар США (USD),26.11.2016,100,2558.8045
Долар США (USD),27.11.2016,100,2558.8045
Долар США (USD),28.11.2016,100,2572.4426
Долар США (USD),29.11.2016,100,2565.9521
Долар США (USD),30.11.2016,100,2559.9374
Долар США (USD),01.12.2016,100,2555.8575
Долар США (USD),02.12.2016,100,2563.8209
Долар США (USD),03.12.2016,100,2563.8209
Долар США (USD),04.12.2016,100,2563.8209
Долар США (USD),05.12.2016,100,2589.8742
Долар США (USD),06.12.2016,100,2612.7478
Долар США (USD),07.12.2016,100,2609.7384
Долар США (USD),08.12.2016,100,2602.0104
Долар США (USD),09.12.2016,100,2577.249
Долар США (USD),10.12.2016,100,2577.249
Долар США (USD),11.12.2016,100,2577.249
Долар США (USD),12.12.2016,100,2587.9355
Долар США (USD),13.12.2016,100,2617.1129
Долар США (USD),14.12.2016,100,2610.882
Долар США (USD),15.12.2016,100,2630.7416
Долар США (USD),16.12.2016,100,2629.851
Долар США (USD),17.12.2016,100,2629.851
Долар США (USD),18.12.2016,100,2629.851
Долар США (USD),19.12.2016,100,2633.1835
Долар США (USD),20.12.2016,100,2639.6034
Долар США (USD),21.12.2016,100,2647.0481
Долар США (USD),22.12.2016,100,2642.9366
Долар США (USD),23.12.2016,100,2628.6013
Долар США (USD),24.12.2016,100,2628.6013
Долар США (USD),25.12.2016,100,2628.6013
Долар США (USD),26.12.2016,100,2626.6766
Долар США (USD),27.12.2016,100,2636.5578
Долар США (USD),28.12.2016,100,2665.067
Долар США (USD),29.12.2016,100,2689.3158
Долар США (USD),30.12.2016,100,2719.0858
Долар США (USD),31.12.2016,100,2719.0858
Долар США (USD),01.01.2017,100,2719.0858
Долар США (USD),02.01.2017,100,2719.0858
Долар США (USD),03.01.2017,100,2719.0858
Долар США (USD),04.01.2017,100,2719.0858
Долар США (USD),05.01.2017,100,2669.2366
Долар США (USD),06.01.2017,100,2628.6719
Долар США (USD),07.01.2017,100,2628.6719
Долар США (USD),08.01.2017,100,2628.6719
Долар США (USD),09.01.2017,100,2628.6719
Долар США (USD),10.01.2017,100,2702.0929
Долар США (USD),11.01.2017,100,2718.6833
Долар США (USD),12.01.2017,100,2711.3199
Долар США (USD),13.01.2017,100,2725.1629
Долар США (USD),14.01.2017,100,2725.1629
Долар США (USD),15.01.2017,100,2725.1629
Долар США (USD),16.01.2017,100,2766.9232
Долар США (USD),17.01.2017,100,2772.1541
Долар США (USD),18.01.2017,100,2762.9792
Долар США (USD),19.01.2017,100,2749.1865
Долар США (USD),20.01.2017,100,2744.2159
Долар США (USD),21.01.2017,100,2744.2159
Долар США (USD),22.01.2017,100,2744.2159
Долар США (USD),23.01.2017,100,2742.849
Долар США (USD),24.01.2017,100,2733.2499
Долар США (USD),25.01.2017,100,2723.1902
Долар США (USD),26.01.2017,100,2720.8137
Долар США (USD),27.01.2017,100,2721.3078
Долар США (USD),28.01.2017,100,2721.3078
Долар США (USD),29.01.2017,100,2721.3078
Долар США (USD),30.01.2017,100,2719.2242
Долар США (USD),31.01.2017,100,2711.9036
Долар США (USD),01.02.2017,100,2707.9535
Долар США (USD),02.02.2017,100,2699.8586
Долар США (USD),03.02.2017,100,2698.6979
Долар США (USD),04.02.2017,100,2698.6979
Долар США (USD),05.02.2017,100,2698.6979
Долар США (USD),06.02.2017,100,2707.7975
Долар США (USD),07.02.2017,100,2726.2733
Долар США (USD),08.02.2017,100,2703.1894
Долар США (USD),09.02.2017,100,2691.2499
Долар США (USD),10.02.2017,100,2702.5143
Долар США (USD),11.02.2017,100,2702.5143
Долар США (USD),12.02.2017,100,2702.5143
Долар США (USD),13.02.2017,100,2720.6833
Долар США (USD),14.02.2017,100,2716.511
Долар США (USD),15.02.2017,100,2723.0462
Долар США (USD),16.02.2017,100,2699.3603
Долар США (USD),17.02.2017,100,2698.8684
Долар США (USD),18.02.2017,100,2698.8684
Долар США (USD),19.02.2017,100,2698.8684
Долар США (USD),20.02.2017,100,2702.6138
Долар США (USD),21.02.2017,100,2702.5299
Долар США (USD),22.02.2017,100,2704.2536
Долар США (USD),23.02.2017,100,2697.287
Долар США (USD),24.02.2017,100,2690.6286
Долар США (USD),25.02.2017,100,2690.6286
Долар США (USD),26.02.2017,100,2690.6286
Долар США (USD),27.02.2017,100,2697.6569
Долар США (USD),28.02.2017,100,2705.3672
Долар США (USD),01.03.2017,100,2716.3714
Долар США (USD),02.03.2017,100,2718.0639
Долар США (USD),03.03.2017,100,2709.1316
Долар США (USD),04.03.2017,100,2709.1316
Долар США (USD),05.03.2017,100,2709.1316
Долар США (USD),06.03.2017,100,2711.9249
Долар США (USD),07.03.2017,100,2702.132
Долар США (USD),08.03.2017,100,2702.132
Долар США (USD),09.03.2017,100,2695.9467
Долар США (USD),10.03.2017,100,2690.8632
Долар США (USD),11.03.2017,100,2690.8632
Долар США (USD),12.03.2017,100,2690.8632
Долар США (USD),13.03.2017,100,2681.0151
Долар США (USD),14.03.2017,100,2689.4568
Долар США (USD),15.03.2017,100,2690.4296
Долар США (USD),16.03.2017,100,2688.0768
Долар США (USD),17.03.2017,100,2697.9001
Долар США (USD),18.03.2017,100,2697.9001
Долар США (USD),19.03.2017,100,2697.9001
Долар США (USD),20.03.2017,100,2690.9264
Долар США (USD),21.03.2017,100,2688.7865
Долар США (USD),22.03.2017,100,2685.106
Долар США (USD),23.03.2017,100,2691.9904
Долар США (USD),24.03.2017,100,2705.7689
Долар США (USD),25.03.2017,100,2705.7689
Долар США (USD),26.03.2017,100,2705.7689
Долар США (USD),27.03.2017,100,2712.4559
Долар США (USD),28.03.2017,100,2715.3547
Долар США (USD),29.03.2017,100,2712.0665
Долар США (USD),30.03.2017,100,2704.0107
Долар США (USD),31.03.2017,100,2697.6058
Долар США (USD),01.04.2017,100,2697.6058
Долар США (USD),02.04.2017,100,2697.6058
Долар США (USD),03.04.2017,100,2702.1745
Долар США (USD),04.04.2017,100,2702.4639
Долар США (USD),05.04.2017,100,2711.8953
Долар США (USD),06.04.2017,100,2715.7009
Долар США (USD),07.04.2017,100,2710.0326
Долар США (USD),08.04.2017,100,2710.0326
Долар США (USD),09.04.2017,100,2710.0326
Долар США (USD),10.04.2017,100,2697.3995
Долар США (USD),11.04.2017,100,2693.3241
Долар США (USD),12.04.2017,100,2689.3785
Долар США (USD),13.04.2017,100,2687.5671
Долар США (USD),14.04.2017,100,2686.4209
Долар США (USD),15.04.2017,100,2686.4209
Долар США (USD),16.04.2017,100,2686.4209
Долар США (USD),17.04.2017,100,2686.4209
Долар США (USD),18.04.2017,100,2681.2058
Долар США (USD),19.04.2017,100,2684.4959
Долар США (USD),20.04.2017,100,2678.7082
Долар США (USD),21.04.2017,100,2675.6734
Долар США (USD),22.04.2017,100,2675.6734
Долар США (USD),23.04.2017,100,2675.6734
Долар США (USD),24.04.2017,100,2673.278
Долар США (USD),25.04.2017,100,2667.3697
Долар США (USD),26.04.2017,100,2663.1832
Долар США (USD),27.04.2017,100,2658.8876
Долар США (USD),28.04.2017,100,2655.1453
Долар США (USD),29.04.2017,100,2655.1453
Долар США (USD),30.04.2017,100,2655.1453
Долар США (USD),01.05.2017,100,2655.1453
Долар США (USD),02.05.2017,100,2655.1453
Долар США (USD),03.05.2017,100,2656.093
Долар США (USD),04.05.2017,100,2652.3425
Долар США (USD),05.05.2017,100,2648.5778
Долар США (USD),06.05.2017,100,2648.5778
Долар США (USD),07.05.2017,100,2648.5778
Долар США (USD),08.05.2017,100,2648.5778
Долар США (USD),09.05.2017,100,2648.5778
Долар США (USD),10.05.2017,100,2650.9341
Долар США (USD),11.05.2017,100,2645.5859
Долар США (USD),12.05.2017,100,2642.893
Долар США (USD),13.05.2017,100,2647.4312
Долар США (USD),14.05.2017,100,2647.4312
Долар США (USD),15.05.2017,100,2647.4312
Долар США (USD),16.05.2017,100,2647.1947
Долар США (USD),17.05.2017,100,2643.3401
Долар США (USD),18.05.2017,100,2641.7446
Долар США (USD),19.05.2017,100,2639.3442
Долар США (USD),20.05.2017,100,2639.3442
Долар США (USD),21.05.2017,100,2639.3442
Долар США (USD),22.05.2017,100,2636.9659
Долар США (USD),23.05.2017,100,2634.1917
Долар США (USD),24.05.2017,100,2630.4507
Долар США (USD),25.05.2017,100,2626.6118
Долар США (USD),26.05.2017,100,2627.667
Долар США (USD),27.05.2017,100,2627.667
Долар США (USD),28.05.2017,100,2627.667
Долар США (USD),29.05.2017,100,2634.5368
Долар США (USD),30.05.2017,100,2638.7789
Долар США (USD),31.05.2017,100,2635.2778
Долар США (USD),01.06.2017,100,2631.0335
Долар США (USD),02.06.2017,100,2627.0953
Долар США (USD),03.06.2017,100,2627.0953
Долар США (USD),04.06.2017,100,2627.0953
Долар США (USD),05.06.2017,100,2627.0953
Долар США (USD),06.06.2017,100,2628.0938
Долар США (USD),07.06.2017,100,2624.6584
Долар США (USD),08.06.2017,100,2620.5414
Долар США (USD),09.06.2017,100,2614.9214
Долар США (USD),10.06.2017,100,2614.9214
Долар США (USD),11.06.2017,100,2614.9214
Долар США (USD),12.06.2017,100,2612.4759
Долар США (USD),13.06.2017,100,2607.0702
Долар США (USD),14.06.2017,100,2599.5212
Долар США (USD),15.06.2017,100,2601.4971
Долар США (USD),16.06.2017,100,2600.7115
Долар США (USD),17.06.2017,100,2600.7115
Долар США (USD),18.06.2017,100,2600.7115
Долар США (USD),19.06.2017,100,2602.19
Долар США (USD),20.06.2017,100,2602.3126
Долар США (USD),21.06.2017,100,2603.488
Долар США (USD),22.06.2017,100,2602.3602
Долар США (USD),23.06.2017,100,2602.5695
Долар США (USD),24.06.2017,100,2602.5695
Долар США (USD),25.06.2017,100,2602.5695
Долар США (USD),26.06.2017,100,2603.1112
Долар США (USD),27.06.2017,100,2603.6606
Долар США (USD),28.06.2017,100,2603.6606
Долар США (USD),29.06.2017,100,2608.012
Долар США (USD),30.06.2017,100,2609.8994
Долар США (USD),01.07.2017,100,2609.8994
Долар США (USD),02.07.2017,100,2609.8994
Долар США (USD),03.07.2017,100,2602.3367
Долар США (USD),04.07.2017,100,2599.4486
Долар США (USD),05.07.2017,100,2601.7365
Долар США (USD),06.07.2017,100,2611.9317
Долар США (USD),07.07.2017,100,2606.0308
Долар США (USD),08.07.2017,100,2606.0308
Долар США (USD),09.07.2017,100,2606.0308
Долар США (USD),10.07.2017,100,2602.2967
Долар США (USD),11.07.2017,100,2600.4175
Долар США (USD),12.07.2017,100,2597.2011
Долар США (USD),13.07.2017,100,2591.0673
Долар США (USD),14.07.2017,100,2596.8636
Долар США (USD),15.07.2017,100,2596.8636
Долар США (USD),16.07.2017,100,2596.8636
Долар США (USD),17.07.2017,100,2601.7657
Долар США (USD),18.07.2017,100,2596.4818
Долар США (USD),19.07.2017,100,2593.0157
Долар США (USD),20.07.2017,100,2594.4129
Долар США (USD),21.07.2017,100,2592.8333
Долар США (USD),22.07.2017,100,2592.8333
Долар США (USD),23.07.2017,100,2592.8333
Долар США (USD),24.07.2017,100,2588.9731
Долар США (USD),25.07.2017,100,2582.2625
Долар США (USD),26.07.2017,100,2584.3721
Долар США (USD),27.07.2017,100,2588.486
Долар США (USD),28.07.2017,100,2590.0435
Долар США (USD),29.07.2017,100,2590.0435
Долар США (USD),30.07.2017,100,2590.0435
Долар США (USD),31.07.2017,100,2591.5589
Долар США (USD),01.08.2017,100,2585.4789
Долар США (USD),02.08.2017,100,2585.7073
Долар США (USD),03.08.2017,100,2590.418
Долар США (USD),04.08.2017,100,2588.5752
Долар США (USD),05.08.2017,100,2588.5752
Долар США (USD),06.08.2017,100,2588.5752
Долар США (USD),07.08.2017,100,2584.2893
Долар США (USD),08.08.2017,100,2578.4907
Долар США (USD),09.08.2017,100,2573.2557
Долар США (USD),10.08.2017,100,2572.4503
Долар США (USD),11.08.2017,100,2569.2368
Долар США (USD),12.08.2017,100,2569.2368
Долар США (USD),13.08.2017,100,2569.2368
Долар США (USD),14.08.2017,100,2569.5711
Долар США (USD),15.08.2017,100,2563.0682
Долар США (USD),16.08.2017,100,2559.828
Долар США (USD),17.08.2017,100,2557.272
Долар США (USD),18.08.2017,100,2550.6409
Долар США (USD),19.08.2017,100,2549.0401
Долар США (USD),20.08.2017,100,2549.0401
Долар США (USD),21.08.2017,100,2549.0401
Долар США (USD),22.08.2017,100,2544.3168
Долар США (USD),23.08.2017,100,2545.1704
Долар США (USD),24.08.2017,100,2545.1704
Долар США (USD),25.08.2017,100,2545.1704
Долар США (USD),26.08.2017,100,2545.1704
Долар США (USD),27.08.2017,100,2545.1704
Долар США (USD),28.08.2017,100,2554.558
Долар США (USD),29.08.2017,100,2551.5762
Долар США (USD),30.08.2017,100,2544.0576
Долар США (USD),31.08.2017,100,2557.9541
Долар США (USD),01.09.2017,100,2569.3957
Долар США (USD),02.09.2017,100,2569.3957
Долар США (USD),03.09.2017,100,2569.3957
Долар США (USD),04.09.2017,100,2574.8384
Долар США (USD),05.09.2017,100,2590.6249
Долар США (USD),06.09.2017,100,2595.4263
Долар США (USD),07.09.2017,100,2598.2213
Долар США (USD),08.09.2017,100,2600.3183
Долар США (USD),09.09.2017,100,2600.3183
Долар США (USD),10.09.2017,100,2600.3183
Долар США (USD),11.09.2017,100,2607.2964
Долар США (USD),12.09.2017,100,2600.8703
Долар США (USD),13.09.2017,100,2601.8958
Долар США (USD),14.09.2017,100,2607.9643
Долар США (USD),15.09.2017,100,2616.2016
Долар США (USD),16.09.2017,100,2616.2016
Долар США (USD),17.09.2017,100,2616.2016
Долар США (USD),18.09.2017,100,2622.4386
Долар США (USD),19.09.2017,100,2618.0679
Долар США (USD),20.09.2017,100,2612.6436
Долар США (USD),21.09.2017,100,2618.9634
Долар США (USD),22.09.2017,100,2623.7181
Долар США (USD),23.09.2017,100,2623.7181
Долар США (USD),24.09.2017,100,2623.7181
Долар США (USD),25.09.2017,100,2626.1562
Долар США (USD),26.09.2017,100,2631.6649
Долар США (USD),27.09.2017,100,2638.3461
Долар США (USD),28.09.2017,100,2647.283
Долар США (USD),29.09.2017,100,2652.1094
Долар США (USD),30.09.2017,100,2652.1094
Долар США (USD),01.10.2017,100,2652.1094
Долар США (USD),02.10.2017,100,2657.8496
Долар США (USD),03.10.2017,100,2665.4606
Долар США (USD),04.10.2017,100,2670.4193
Долар США (USD),05.10.2017,100,2680.8805
Долар США (USD),06.10.2017,100,2679.9684
Долар США (USD),07.10.2017,100,2679.9684
Долар США (USD),08.10.2017,100,2679.9684
Долар США (USD),09.10.2017,100,2673.9931
Долар США (USD),10.10.2017,100,2655.1695
Долар США (USD),11.10.2017,100,2658.6183
Долар США (USD),12.10.2017,100,2653.3312
Долар США (USD),13.10.2017,100,2663.4659
Долар США (USD),14.10.2017,100,2663.4659
Долар США (USD),15.10.2017,100,2663.4659
Долар США (USD),16.10.2017,100,2663.4659
Долар США (USD),17.10.2017,100,2653.7958
Долар США (USD),18.10.2017,100,2648.4328
Долар США (USD),19.10.2017,100,2642.5466
Долар США (USD),20.10.2017,100,2649.995
Долар США (USD),21.10.2017,100,2649.995
Долар США (USD),22.10.2017,100,2649.995
Долар США (USD),23.10.2017,100,2653.8902
Долар США (USD),24.10.2017,100,2657.6754
Долар США (USD),25.10.2017,100,2666.9955
Долар США (USD),26.10.2017,100,2677.0046
Долар США (USD),27.10.2017,100,2682.6619
Долар США (USD),28.10.2017,100,2682.6619
